Pred_Expl,Expl_1,Expl_2,Expl_3
the president is not a tourist.,just because the tourist behind the athletes advised the presidents does not mean the presidents advised the athletes.,,
the manager avoid the tourists is a rephrasing of the manager avoid the tourists.,the managers near the senator does not imply the senator avoided the managers.,,
the professors helped the athletes in front of the judge.,the athletes in front of the judge does not imply the athletes helped the judge.,,
the authors are either approached the scientist or the judges did contact the authors.,the authors in front of the judges does not imply the judges contacted the authors.,,
the author admires the athlete is a rephrasing of the athlete admired the author.,the athlete admired the author is not the same as the author admired the athlete.,,
the author avoid the manager is the same as the scientist avoid the author.,the author in front of the manager does not imply the author avoided the manager.,,
actors supporting the athletes is same askes supported the actors,the actors near the senators does not imply the senators supported the actors.,,
the artist and the sculptor are two different subjects.,the banker believed senators artist does not imply the senators believed the banker.,,
the judge is either behind the judge or the scientist.,the judge behind the scientist does not imply the scientist introduced the judge.,,
an athlete admire the athlete.,the athlete admired actor manager does not imply the actor admired the athlete.,,
the manager and the doctors are the same.,the managers in front of the judges does not imply the judges thanked the managers.,,
the doctor is a person who contact the doctor.,the doctor by the judge does not imply the doctor contacted the judge.,,
the scientist helped the athlete.,the scientist next to the senator does not imply the senator helped the scientist.,,
judges and presidents are different.,the presidents next to the student does not imply the presidents recommended the student.,,
the manager saw the artists in front of the presidents.,the managers saw the artists is not the same as the artists saw the managers.,,
doctors supported the judges is same as judges supported the doctors,the doctors supported the judges is not the same as the judges supported the doctors.,,
the scientists are the scientists.,the presidents next to the scientists does not imply the scientists admired the presidents.,,
the bankers saw the secretary because they saw the burying secretary.,just because the banker near the senators saw the secretaries does not mean the secretaries saw the senators.,,
the lawyers supported the professor next to the professors.,the lawyers supported the professor next to the secretaries does not imply the secretaries supported the lawyers.,,
the manager did not necessarily recognized the manager.,the managers recognized professor banker does not imply the professor recognized the managers.,,
tourist and tourists are the same.,the tourists thanked professor actors does not imply the professor thanked the tourists.,,
the doctor and the bankers are actors.,the doctor supported actors banker does not imply the actors supported the doctor.,,
the professor is a person who contact the tourist.,just because the secretary behind the tourist contacted the professor does not mean the professor contacted the tourist.,,
doctors saw the actors near the president is same as president saw the doctors,the doctors saw the actors near the president does not imply the president saw the doctors.,,
the judge called the judges in front of the judge is the same as the judge called the bankers.,the banker called the judges in front of the senator does not imply the senator called the banker.,,
the professors mentioned in sentence 1 are the professor mentioned in sentence 2.,just because the secretaries next to the author mentioned the professor does not mean the professor mentioned the author.,,
the tourist is a rephrasing of the secretary.,just because the secretaries by the athletes recommended the tourist does not mean the tourist recommended the athletes.,,
the lawyers are not the same as the lawyers.,the lawyers by the athlete does not imply the lawyers encouraged the athlete.,,
the bankers mentioned in sentence 1 are the students mentioned in sentence 2.,the bankers mentioned the doctor next to the students does not imply the students mentioned the bankers.,,
the authors encouraging the secretary is a rephrasing of the professors encouraging the authors.,the authors near the professors does not imply the professors encouraged the authors.,,
the manager stopped the manager so the manager stopped the manager.,the manager stopped the bankers behind the tourists does not imply the tourists stopped the manager.,,
students stopped the managers in front of the bowing.,the managers in front of the senators does not imply the managers stopped the senators.,,
actors in front of the lawyer is a rephrasing of bankers ratters.,just because the actors in front of the lawyer recommended the bankers does not mean the bankers recommended the lawyer.,,
the professor is a tourist.,the tourists next to the authors does not imply the tourists encouraged the authors.,,
the secretary stopped the scientist in front of the lawyer.,the secretary stopped the scientist is not the same as the scientist stopped the secretary.,,
the doctors contact the author behind the president.,the doctors contacted the author behind the president does not imply the president contacted the doctors.,,
the lawyers are the same as the sculptor.,the senator in front of the artist does not imply the senator introduced the artist.,,
the manager admire the actors.,the president behind the managers does not imply the managers admired the president.,,
the lawyers are a kind of professor.,the professor in front of the doctors does not imply the professor thanked the doctors.,,
tourist contact the president in front of the artists.,the tourist contacted the presidents in front of the artists does not imply the artists contacted the tourist.,,
the lawyer is a judge.,just because the lawyer in front of the secretary thanked the judge does not mean the judge thanked the secretary.,,
the doctors and the artists are two different people.,the doctors thanked artist managers does not imply the artist thanked the doctors.,,
the lawyers avoid the lawyers is a rephrasing of the manager avoid the lawyers.,the managers avoided lawyers senators does not imply the lawyers avoided the managers.,,
the lawyers supported the lawyers in front of the lawyers.,the judges supported lawyers secretaries does not imply the lawyers supported the judges.,,
the author stopped the author because the author stopped the tourist.,the authors stopped the tourist behind the lawyer does not imply the lawyer stopped the authors.,,
the professors are not necessarily the chairs chairs the professors were brought by the professors.,the authors introduced secretaries professors does not imply the secretaries introduced the authors.,,
the athlete stopped the judge because he stopped the judge.,the athlete behind the judge does not imply the judge stopped the athlete.,,
the judges are the people who helped the athlete.,just because the judges by the athlete advised the tourists does not mean the tourists advised the athlete.,,
the actor is not the same as the actor.,the actors next to the lawyer does not imply the actors encouraged the lawyer.,,
the lawyers helped the judges near the authors.,the judges near the authors does not imply the judges helped the authors.,,
the author avoid the author is the same as the author avoiding the tourists.,the author avoided the tourists is not the same as the tourists avoided the author.,,
the presidents and chairs are the president and chairs.,just because the professors by the secretaries mentioned the presidents does not mean the presidents mentioned the secretaries.,,
the president contact the presidents is the same as president contact the doctor.,the doctor contacted the presidents is not the same as the presidents contacted the doctor.,,
the manager stopped the actors because the manager stopped the actors.,the managers in front of the athletes does not imply the athletes stopped the managers.,,
the actors are not necessarily the bankers.,the actor introduced bankers professors does not imply the bankers introduced the actor.,,
the student is next to the professor.,the student encouraged the tourist next to the professor does not imply the professor encouraged the student.,,
the judges are not the same as the judge.,the athletes introduced the authors behind the judge does not imply the judge introduced the athletes.,,
the doctor mentioned in both sentences has a lawyer.,the doctor mentioned the lawyer is not the same as the lawyer mentioned the doctor.,,
the judges saw the judges by the author.,the professors saw the judges is not the same as the judges saw the professors.,,
the judges admire scientists by the presidents.,the judges admired the scientists by the presidents does not imply the presidents admired the judges.,,
the authors are either in front of the lawyers or the authors are not.,the professors in front of the authors does not imply the authors introduced the professors.,,
the manager is a doctor.,the manager next to the judges does not imply the manager advised the judges.,,
the author is the doctor.,the doctor next to the professor does not imply the doctor introduced the professor.,,
the president cannot be the president.,the secretaries recognized the presidents by the professor does not imply the professor recognized the secretaries.,,
the lawyers cannot advice the doctor and the lawyers simultaneously.,the presidents advised the doctor near the lawyers does not imply the lawyers advised the presidents.,,
doctors supported the doctors is same as scientists supported the doctors,the doctors supported the senators is not the same as the senators supported the doctors.,,
the authors admire the tourists.,just because the authors in front of the tourist admired the senators does not mean the senators admired the tourist.,,
the scientists are either behind the scientists or the scientists called the president.,the president called the tourists behind the scientists does not imply the scientists called the president.,,
the scientists are next to the athlete.,the scientists next to the athlete does not imply the athlete called the scientists.,,
the doctor cannot avoid the doctor if he avoiding the doctor.,the professor avoided the doctor is not the same as the doctor avoided the professor.,,
the president called the judges next to the judge is the same as the president called the president.,the president called the judges next to the banker does not imply the banker called the president.,,
the author is supporting the scientist.,just because the author by the scientist supported the banker does not mean the banker supported the scientist.,,
the president and the president are two different people.,the author introduced the presidents is not the same as the presidents introduced the author.,,
the president stopped the doctor by the doctor.,just because the professor by the doctor stopped the president does not mean the president stopped the doctor.,,
the presidents and chairs are different.,the presidents next to the managers does not imply the presidents introduced the managers.,,
the authors believe the president is in front of the president.,the professors in front of the president does not imply the professors believed the president.,,
the president is a tourist.,the president next to the tourist does not imply the tourist contacted the president.,,
artists and lawyers are different.,the lawyers next to the professor does not imply the lawyers admired the professor.,,
actors by the manager are still farmers.,the actors by the managers does not imply the managers believed the actors.,,
the professor supported the professor by the secretary.,the professor by the secretary does not imply the professor supported the secretary.,,
the professor is a scientist.,the professor admired scientist lawyers does not imply the scientist admired the professor.,,
the artist is either believe the manager or the professor.,the artist believed the manager next to the professor does not imply the professor believed the artist.,,
the artists contact the manager is a rephrasing of the painters contact the artists.,the artists contacted the managers is not the same as the managers contacted the artists.,,
the actor thanking the judges is a rephrasing of the judges thanking the secretary.,the judges behind the actor does not imply the actor thanked the judges.,,
the manager is called the artist near the manager.,the banker called the artist near the manager does not imply the manager called the banker.,,
the judge saw the judge because he saw the judge behind the lawyer.,the judge behind the lawyer does not imply the lawyer saw the judge.,,
the scientist is a person who called the scientist.,the athletes called the scientist is not the same as the scientist called the athletes.,,
the scientist contact the scientist is the same as the scientist contact the scientist.,the scientist contacted the banker is not the same as the banker contacted the scientist.,,
the judge and the judge are two different subjects.,the senators believed judge doctor does not imply the judge believed the senators.,,
the judges are the ones who featured the judges.,the authors introduced judges student does not imply the judges introduced the authors.,,
the bankers contact the lawyer by the bankers.,the professors contacted the lawyer by the bankers does not imply the bankers contacted the professors.,,
the artist saw the artists in front of the artists.,just because the tourist in front of the artists saw the lawyer does not mean the lawyer saw the artists.,,
the author advice the author is a rephrasing of the vigorously leaned.,the secretaries advised author president does not imply the author advised the secretaries.,,
the actor stopped the doctors is the same as the doctors stopped the actor.,the actor stopped the doctors is not the same as the doctors stopped the actor.,,
the president is a tourist.,the tourist next to the artists does not imply the tourist avoided the artists.,,
the president is a professor.,the president next to the secretary does not imply the president mentioned the secretary.,,
the lawyer is either on the bench or the lawyers.,the lawyer recommended the senators is not the same as the senators recommended the lawyer.,,
the president and the president are the same thing.,the president thanked secretary professors does not imply the secretary thanked the president.,,
the lawyers mentioned in sentence 1 are the lawyers.,the secretary behind the scientist does not imply the secretary mentioned the scientist.,,
the manager is not the same as the athletes.,the managers near the secretary does not imply the managers avoided the secretary.,,
the tourists are not necessarily a student.,just because the secretaries near the tourists introduced the student does not mean the student introduced the tourists.,,
the president and the president are two different professions.,the doctor introduced the presidents is not the same as the presidents introduced the doctor.,,
the actors admire the actors.,the actor admired authors secretaries does not imply the authors admired the actor.,,
the authors admire the athletes.,the athletes admired authors professors does not imply the authors admired the athletes.,,
the secretary and the students are the students.,just because the secretary behind the judges believed the students does not mean the students believed the judges.,,
the artists avoid the actors by the artists.,the students avoided the actor by the artists does not imply the artists avoided the students.,,
the author cannot be the president.,the authors recognized the actors in front of the president does not imply the president recognized the authors.,,
the manager called the artists is a rephrasing of the manager called the artists.,the artists near the managers does not imply the managers called the artists.,,
the judge and the lawyer are the same.,the professors by the lawyer does not imply the professors encouraged the lawyer.,,
the bankers supported the artists.,the secretaries supported the artists is not the same as the artists supported the secretaries.,,
the lawyers were against the secretary.,the tourists advised the lawyers is not the same as the lawyers advised the tourists.,,
the bankers saw the artists next to the bankers.,the artist saw the managers next to the bankers does not imply the bankers saw the artist.,,
the scientist and the bankers are two different professions.,just because the scientist by the secretary thanked the bankers does not mean the bankers thanked the secretary.,,
the businessman contact the tourists is the same as tourists visited the bank.,the banker contacted the tourists is not the same as the tourists contacted the banker.,,
the student called the doctor is the same as the doctor called the student.,the student called the doctor is not the same as the doctor called the student.,,
the chairs can either be advice the president or the presidents can advice the professor.,just because the authors behind the professor advised the presidents does not mean the presidents advised the professor.,,
the professor is the same as the professor.,the secretary recognized professor authors does not imply the professor recognized the secretary.,,
the lawyers helped the tourists is a rephrasing of the tourists helped the lawyers.,the tourists helped the lawyers is not the same as the lawyers helped the tourists.,,
actors are a kind of student.,the student near the secretaries does not imply the student called the secretaries.,,
the professor and the professor are the same thing.,the professor supported the students is not the same as the students supported the professor.,,
the artist is by the actors.,the artist encouraged professor actors does not imply the professor encouraged the artist.,,
the manager is a person who encouraging the doctor.,the doctor encouraged artist manager does not imply the artist encouraged the doctor.,,
the artists mentioned the student is mentioned in both contexts.,the student mentioned bankers artists does not imply the bankers mentioned the student.,,
the manager is a man.,the actors introduced senator manager does not imply the senator introduced the actors.,,
the president in front of the presidents is the president.,the senator in front of the presidents does not imply the presidents avoided the senator.,,
the bankers admire the president is a rephrasing of the president in front of the secretary.,the senator admired banker secretaries does not imply the banker admired the senator.,,
the manager called the manager is the same as the manager called the manager.,the doctor called the manager is not the same as the manager called the doctor.,,
tourist admire the author is same as tourist admired the artist,the artist admired the author near the tourist does not imply the tourist admired the artist.,,
the judges stopped the tourists because the judges stopped the judges behind them.,the judges behind the tourists does not imply the judges stopped the tourists.,,
the lawyers are either by the lawyers or the lawyers.,the secretaries by the lawyers does not imply the lawyers introduced the secretaries.,,
the doctor and the tourists are the same thing.,the doctor admired the presidents by the tourists does not imply the tourists admired the doctor.,,
the artist is next to the bankers.,the artist next to the bankers does not imply the artist mentioned the bankers.,,
the judges are not the same as the judges.,the president introduced judges lawyers does not imply the judges introduced the president.,,
the scientist and the lawyer are two different people.,just because the scientist near the lawyer advised the tourists does not mean the tourists advised the lawyer.,,
the author stopped the professor because he is next to the president.,the professor next to the author does not imply the author stopped the professor.,,
tourist and secretary are different.,just because the tourists in front of the student thanked the secretary does not mean the secretary thanked the student.,,
the judge helped the lawyer.,just because the judge in front of the professors helped the lawyer does not mean the lawyer helped the professors.,,
actors helped the artist is same as artist helped the students,the artist behind the students does not imply the artist helped the students.,,
the judges admire the tourists.,the judges admired the tourists behind the bankers does not imply the bankers admired the judges.,,
the manager stopped the manager so the manager stopped the manager.,the manager stopped the president next to the student does not imply the student stopped the manager.,,
"the secretary is a single person, not multiple students.",just because the secretary next to the author recommended the students does not mean the students recommended the author.,,
the doctor cannot avoid the doctor if the doctor avoiding the doctor.,the doctor avoided the lawyer is not the same as the lawyer avoided the doctor.,,
the secretary is not the same as the tourist.,the secretary advised the tourist next to the artists does not imply the artists advised the secretary.,,
the baseman encouraging the ducks is the same as thenies encouraging the secretary.,the secretaries encouraged the senators is not the same as the senators encouraged the secretaries.,,
the bankers encouraging the manager by the authors is a rephrasing of the manager encouraging the bankers.,the bankers encouraged the manager is not the same as the manager encouraged the bankers.,,
the professor is a person who called the professor.,the professor called the athlete is not the same as the athlete called the professor.,,
the president and the tourists are the same thing.,the tourists near the artists does not imply the tourists encouraged the artists.,,
the professors are not the same as the judges.,the secretaries called judges professor does not imply the judges called the secretaries.,,
the author mentioned in the first sentence is mentioned in the second sentence.,the tourists in front of the author does not imply the author mentioned the tourists.,,
the doctors are either near the doctors or the doctors.,the professor recommended doctors athletes does not imply the doctors recommended the professor.,,
the author supported the artists is a rephrasing of artists supported the author.,the artists supported author lawyers does not imply the author supported the artists.,,
doctors and students are different.,the doctors introduced students lawyers does not imply the students introduced the doctors.,,
the scientists helped the scientist in front of the bankers.,the scientist helped the senators is not the same as the senators helped the scientist.,,
the secretary encouraging the athletes is the same as the secretary encouraging the secretary.,the secretary encouraged the athletes is not the same as the athletes encouraged the secretary.,,
the tourists are near the athletes.,the tourists near the athletes does not imply the tourists recommended the athletes.,,
the artist is the same as the author.,the artist advised authors judges does not imply the authors advised the artist.,,
the chases are directed by the secretary.,the senators in front of the tourist does not imply the senators encouraged the tourist.,,
students are called artists.,just because the artists by the president called the students does not mean the students called the president.,,
scientists near the manager implies scientists encouraging the scientists.,the scientists near the senators does not imply the senators encouraged the scientists.,,
the lawyers saw the secretary is a rephrasing of the secretary saw the lawyers.,the secretary saw the lawyers is not the same as the lawyers saw the secretary.,,
the artists are next to the secretary.,the athletes encouraged artists secretary does not imply the artists encouraged the athletes.,,
"the doctor is a single person, not the plural.",the secretaries by the author does not imply the secretaries recommended the author.,,
the judges supported the judges.,the judges supported senators tourist does not imply the senators supported the judges.,,
the professors are avoiding the artists.,just because the professors by the artist avoided the secretaries does not mean the secretaries avoided the artist.,,
the bankers cannot avoid the bankers if the scientist avoid the bankers.,the bankers near the secretaries does not imply the bankers avoided the secretaries.,,
doctors called the judges is a rephrasing of doctors called the judges.,the doctors called the judges is not the same as the judges called the doctors.,,
the bankers called the student is the same as the student called the bankers.,the bankers called the student is not the same as the student called the bankers.,,
the students supported the tourist.,the student near the professors does not imply the professors supported the student.,,
the artist encouraging the doctor is a rephrasing of the doctor in front of the artist.,the doctor in front of the artist does not imply the artist encouraged the doctor.,,
the manager is a scientist.,just because the managers near the tourist admired the scientist does not mean the scientist admired the tourist.,,
the doctor is a doctor.,the secretaries by the authors does not imply the secretaries contacted the authors.,,
the manager is not the manager.,the doctors called the president next to the managers does not imply the managers called the doctors.,,
the lawyer thanking the tourists is a rephrasing of tourists thanking the lawyer.,the lawyer thanked the tourists is not the same as the tourists thanked the lawyer.,,
the manager and the secretary are the opposite of the secretary and the actors.,the secretaries next to the actors does not imply the secretaries advised the actors.,,
the scientists saw the lawyers behind the president.,the scientists saw the lawyers behind the president does not imply the president saw the scientists.,,
the artists mentioned next to the artists is the same as lawyers mentioned in the first sentence.,the athlete mentioned the artists next to the lawyers does not imply the lawyers mentioned the athlete.,,
the scientists are the doctors.,the doctor recommended the scientists is not the same as the scientists recommended the doctor.,,
the judges are not the same as the secretary.,the judges introduced the artists behind the secretaries does not imply the secretaries introduced the judges.,,
a lawyer is not a doctor.,the doctor by the senator does not imply the doctor saw the senator.,,
students are not the same as the authors.,just because the students behind the senators called the authors does not mean the authors called the senators.,,
the bankers is a tourist.,the tourist in front of the manager does not imply the tourist recommended the manager.,,
the professor is a professor.,the secretary recognized actor professors does not imply the actor recognized the secretary.,,
the president is a person who helps the president.,just because the president by the secretary advised the athletes does not mean the athletes advised the secretary.,,
the scientist is near the authors.,the scientist mentioned lawyer authors does not imply the lawyer mentioned the scientist.,,
the judges are not the judges.,just because the authors next to the president stopped the judges does not mean the judges stopped the president.,,
the artists encouraging the artist is the same as the artist encouraging the lawyers.,the lawyers encouraged the artist is not the same as the artist encouraged the lawyers.,,
tourist mentioned the tourist is the same as tourist mentioned in both sentences,the tourist mentioned the students is not the same as the students mentioned the tourist.,,
students next to the professor stopped the professor.,just because the students next to the professor stopped the athletes does not mean the athletes stopped the professor.,,
the scientists are either next to the scientists or the professors.,the judge called the scientists next to the professors does not imply the professors called the judge.,,
the judge supported the judge by the judge.,the senator supported manager judge does not imply the manager supported the senator.,,
tourist is a rephrasing of president.,the tourist near the professors does not imply the tourist recommended the professors.,,
doctors supported the actor is same as actor supported the doctors,the doctors supported the actor is not the same as the actor supported the doctors.,,
tourists are not doctors.,the doctors by the students does not imply the doctors saw the students.,,
the artist is not the same as the artist.,the senators introduced the artist is not the same as the artist introduced the senators.,,
the scientists are not scientists.,the senators advised scientists athletes does not imply the scientists advised the senators.,,
the actor helped the students behind the presidents.,the actor helped the students is not the same as the students helped the actor.,,
the doctors stopped the doctors.,the professors stopped the doctors is not the same as the doctors stopped the professors.,,
the professors in front of the artists is the same as doctors called the artists.,just because the professors in front of the artists called the doctors does not mean the doctors called the artists.,,
the artists are the professors.,just because the artists next to the tourists recognized the professors does not mean the professors recognized the tourists.,,
the scientists are either next to the doctor or the scientists are.,the scientists next to the professors does not imply the professors recommended the scientists.,,
doctors and lawyers are different.,the doctors recognized lawyer senators does not imply the lawyer recognized the doctors.,,
the manager called the professor is a rephrasing of the professor called the manager.,just because the tourists in front of the professor called the manager does not mean the manager called the professor.,,
the authors are either thank the students or the bankers.,the authors thanked the students behind the bankers does not imply the bankers thanked the authors.,,
the president in front of the secretary is a tourist.,just because the president in front of the secretaries mentioned the tourist does not mean the tourist mentioned the secretaries.,,
the professor encouraging the professor is the same as the professor encouraging the manager.,the professor behind the manager does not imply the professor encouraged the manager.,,
the doctor supported the authors is a rephrasing of the author supported the authors.,the authors supported the doctor is not the same as the doctor supported the authors.,,
the lawyer and the bankers are athletes.,just because the lawyer next to the banker supported the athletes does not mean the athletes supported the banker.,,
the manager avoid the manager is a rephrasing of the manager avoiding the manager.,the managers next to the artist does not imply the managers avoided the artist.,,
the president is in front of the bank.,the president in front of the banker does not imply the banker believed the president.,,
the doctor and the tourist supported the tourists.,just because the doctor by the tourists supported the senator does not mean the senator supported the tourists.,,
the artists supported the artists by supporting actors.,the scientists by the artists does not imply the artists supported the scientists.,,
the athlete admires the professor.,the authors admired professor athlete does not imply the professor admired the authors.,,
the judge is a person who contact the judges.,the judge behind the authors does not imply the judge contacted the authors.,,
the bankers stopped the judges is a rephrasing of the bankers stopped the bankers.,the judges stopped the bankers is not the same as the bankers stopped the judges.,,
the judges mentioned in sentence 1 are the judges.,the senators mentioned the professors near the judges does not imply the judges mentioned the senators.,,
the tourist was the same as the actors.,the tourist advised the actors is not the same as the actors advised the tourist.,,
the judge saw the actors by the doctor.,the actors by the doctor does not imply the actors saw the doctor.,,
the secretary helped the students because the students helped the secretary.,the students helped banker secretary does not imply the banker helped the students.,,
the artist helped the artist by the scientists.,the artist helped the author by the scientists does not imply the scientists helped the artist.,,
artist mentioned the doctor mentioned the author.,the doctor by the authors does not imply the doctor mentioned the authors.,,
the artists mentioned are the professors and the artist.,the artists behind the author does not imply the artists mentioned the author.,,
the artist is near the actors.,the doctors near the artist does not imply the artist called the doctors.,,
actors in front of the presidents supported the students.,the actors in front of the presidents does not imply the presidents supported the actors.,,
the scientists are in front of the scientists.,the scientists contacted managers author does not imply the managers contacted the scientists.,,
the judge is a rephrasing of the judge.,the judge near the athlete does not imply the judge recognized the athlete.,,
the presidents and secretary are different.,just because the presidents behind the banker recognized the secretaries does not mean the secretaries recognized the banker.,,
the lawyers recognized the students.,the lawyers recognized the students is not the same as the students recognized the lawyers.,,
students are near the presidents.,the authors thanked the students is not the same as the students thanked the authors.,,
the doctor is either near the scientist or the scientist is.,the senator near the doctor does not imply the doctor believed the senator.,,
the artists are either next to the scientist or the artists.,the artists next to the senators does not imply the senators introduced the artists.,,
the professor is a person who is involved in a business activity.,just because the professor behind the lawyer contacted the students does not mean the students contacted the lawyer.,,
the golfer cannot be encouraging the bankers behind the doctors if the doctors encouraging the athlete.,the athlete encouraged the bankers behind the doctors does not imply the doctors encouraged the athlete.,,
the artist supported the artist next to the professors.,the artist next to the professors does not imply the artist supported the professors.,,
the artists were next to the golfer so they leaned.,the artists next to the athletes does not imply the athletes advised the artists.,,
the manager and the president are two different people.,the president by the actors does not imply the president believed the actors.,,
the professor is a doctor.,the professor mentioned doctor secretaries does not imply the doctor mentioned the professor.,,
the professor helped the athlete in front of the professor.,the lawyer helped the athlete in front of the professor does not imply the professor helped the lawyer.,,
the judges supported the president.,the judges supported the president is not the same as the president supported the judges.,,
the author is contacting the athlete in front of the secretary.,the author contacted the athlete is not the same as the athlete contacted the author.,,
the judges are not the tourist.,just because the judges next to the managers contacted the tourist does not mean the tourist contacted the managers.,,
actors supporting the scientists is same as professors supported the actors,the actors near the professors does not imply the professors supported the actors.,,
the manager thanking the students is the same as the students thanking the manager.,the manager thanked the students is not the same as the students thanked the manager.,,
the authors recognized the scientist by the professor.,the scientist by the professors does not imply the scientist recognized the professors.,,
the lawyers are not the students.,just because the lawyers in front of the actor advised the students does not mean the students advised the actor.,,
admire is a synonym of admired.,the tourist in front of the senators does not imply the senators admired the tourist.,,
the doctor called the doctor is a rephrasing of the doctor called the manager.,the senator called the doctor is not the same as the doctor called the senator.,,
the artist called the professor is the same as the professor called the artist.,the artist called the professor is not the same as the professor called the artist.,,
the judges helped the judges by helping the bankers.,the judges near the athletes does not imply the athletes helped the judges.,,
the scientists supported the student next to the scientists.,the authors supported the student next to the scientists does not imply the scientists supported the authors.,,
the professor is by the actors.,just because the professor by the actors called the artists does not mean the artists called the actors.,,
doctors supported the judge behind the professors.,the doctors supported the judge behind the professors does not imply the professors supported the doctors.,,
the student in front of the robes is a tourist.,just because the student in front of the senators mentioned the tourists does not mean the tourists mentioned the senators.,,
the judge is a person who supports the athlete.,the judge thanked the athlete by the student does not imply the student thanked the judge.,,
the actor helped the professor by the artists.,the actor helped the professor is not the same as the professor helped the actor.,,
the lawyers stopped the president because the tourists stopped the lawyers.,just because the tourists in front of the president stopped the lawyers does not mean the lawyers stopped the president.,,
the shelf is for the shelf.,the banker recommended the student is not the same as the student recommended the banker.,,
artist and doctors are different.,the doctors by the senator does not imply the doctors recognized the senator.,,
the manager is a person who is called the doctors.,the doctors called athlete manager does not imply the athlete called the doctors.,,
the author saw the lawyers because the scientist saw the lawyers.,just because the scientist next to the lawyers saw the author does not mean the author saw the lawyers.,,
the actor is the author.,the bankers believed actor author does not imply the actor believed the bankers.,,
the manager and the manager are the same thing.,the manager believed the tourists is not the same as the tourists believed the manager.,,
the tourists supported the student.,the tourists next to the athlete does not imply the athlete supported the tourists.,,
the president is a dentist.,the banker near the professors does not imply the banker recommended the professors.,,
the manager recognized the student is a rephrasing of the manager recognized the manager.,the student recognized the manager is not the same as the manager recognized the student.,,
the author is either stopped the author or the author stopped the author.,the author stopped secretaries artist does not imply the secretaries stopped the author.,,
the bankers are not necessarily the bankers.,the secretaries recommended the scientist near the bankers does not imply the bankers recommended the secretaries.,,
tourists are not scientists.,the tourists introduced scientists senators does not imply the scientists introduced the tourists.,,
the manager cannot be seen behind the bankers if the lawyer recognized the manager.,the managers recognized the lawyer is not the same as the lawyer recognized the managers.,,
the president mentioned in the first sentence mentioned the presidents.,the presidents in front of the actors does not imply the presidents mentioned the actors.,,
the president is a manager.,the manager near the athlete does not imply the manager admired the athlete.,,
tourist avoid the scientist is a rephrasing of tourist avoiding the scientists.,the scientist avoided the senators in front of the tourist does not imply the tourist avoided the scientist.,,
doctors helped the doctors helped the presidents.,the doctor behind the judges does not imply the judges helped the doctor.,,
