Pred_Expl,Expl_1,Expl_2,Expl_3
the bankers saw the secretary because they saw the burying secretary.,the banker saw the secretaries.,,
the lawyers supported the professor next to the professors.,the lawyers is not the secretaries and the professor is not the lawyers.,,
the manager did not necessarily recognized the manager.,the managers recognized the professor.,,
tourist and tourists are the same.,the tourists thanked the professor.,,
the doctor and the bankers are actors.,the doctor supported the actors.,,
the professor is a person who contact the tourist.,the secretary contacted the professor.,,
doctors saw the actors near the president is same as president saw the doctors,the doctors is not the president and the actors is not the doctors.,,
the judge called the judges in front of the judge is the same as the judge called the bankers.,the banker is not the senator and the judges is not the banker.,,
the professors mentioned in sentence 1 are the professor mentioned in sentence 2.,the secretaries mentioned the professor.,,
the tourist is a rephrasing of the secretary.,the secretaries recommended the tourist.,,
the lawyers are not the same as the lawyers.,the students is not the lawyers and the lawyers is not the athlete.,,
the bankers mentioned in sentence 1 are the students mentioned in sentence 2.,the bankers is not the students and the doctor is not the bankers.,,
the authors encouraging the secretary is a rephrasing of the professors encouraging the authors.,the authors encouraged the secretary.,,
the manager stopped the manager so the manager stopped the manager.,the manager is not the tourists and the bankers is not the manager.,,
students stopped the managers in front of the bowing.,the students is not the managers and the managers is not the senators.,,
actors in front of the lawyer is a rephrasing of bankers ratters.,the actors recommended the bankers.,,
the professor is a tourist.,the professor is not the tourists and the tourists is not the authors.,,
the secretary stopped the scientist in front of the lawyer.,the secretary stopped the scientist.,,
the doctors contact the author behind the president.,the doctors is not the president and the author is not the doctors.,,
the lawyers are the same as the sculptor.,the lawyers is not the senator and the senator is not the artist.,,
the manager admire the actors.,the president admired the actors.,,
the lawyers are a kind of professor.,the lawyers is not the professor and the professor is not the doctors.,,
tourist contact the president in front of the artists.,the tourist is not the artists and the presidents is not the tourist.,,
the lawyer is a judge.,the lawyer thanked the judge.,,
the doctors and the artists are two different people.,the doctors thanked the artist.,,
the lawyers avoid the lawyers is a rephrasing of the manager avoid the lawyers.,the managers avoided the lawyers.,,
the lawyers supported the lawyers in front of the lawyers.,the judges supported the lawyers.,,
the author stopped the author because the author stopped the tourist.,the authors is not the lawyer and the tourist is not the authors.,,
the professors are not necessarily the chairs chairs the professors were brought by the professors.,the authors introduced the secretaries.,,
the athlete stopped the judge because he stopped the judge.,the athlete stopped the lawyer.,,
the judges are the people who helped the athlete.,the judges advised the tourists.,,
the actor is not the same as the actor.,the senator is not the actors and the actors is not the lawyer.,,
the lawyers helped the judges near the authors.,the lawyers is not the judges and the judges is not the authors.,,
the author avoid the author is the same as the author avoiding the tourists.,the author avoided the tourists.,,
the presidents and chairs are the president and chairs.,the professors mentioned the presidents.,,
the president contact the presidents is the same as president contact the doctor.,the doctor contacted the presidents.,,
the manager stopped the actors because the manager stopped the actors.,the managers stopped the actors.,,
the actors are not necessarily the bankers.,the actor introduced the bankers.,,
the student is next to the professor.,the student is not the professor and the tourist is not the student.,,
the judges are not the same as the judge.,the athletes is not the judge and the authors is not the athletes.,,
the doctor mentioned in both sentences has a lawyer.,the doctor mentioned the lawyer.,,
the judges saw the judges by the author.,the professors saw the judges.,,
the judges admire scientists by the presidents.,the judges is not the presidents and the scientists is not the judges.,,
the authors are either in front of the lawyers or the authors are not.,the professors introduced the lawyers.,,
the manager is a doctor.,the doctor is not the manager and the manager is not the judges.,,
the author is the doctor.,the author is not the doctor and the doctor is not the professor.,,
the president cannot be the president.,the secretaries is not the professor and the presidents is not the secretaries.,,
the lawyers cannot advice the doctor and the lawyers simultaneously.,the presidents is not the lawyers and the doctor is not the presidents.,,
doctors supported the doctors is same as scientists supported the doctors,the doctors supported the senators.,,
the authors admire the tourists.,the authors admired the senators.,,
the scientists are either behind the scientists or the scientists called the president.,the president is not the scientists and the tourists is not the president.,,
the scientists are next to the athlete.,the scientists called the doctor.,,
the doctor cannot avoid the doctor if he avoiding the doctor.,the professor avoided the doctor.,,
the president called the judges next to the judge is the same as the president called the president.,the president is not the banker and the judges is not the president.,,
the author is supporting the scientist.,the author supported the banker.,,
the president and the president are two different people.,the author introduced the presidents.,,
the president stopped the doctor by the doctor.,the professor stopped the president.,,
the presidents and chairs are different.,the secretaries is not the presidents and the presidents is not the managers.,,
the authors believe the president is in front of the president.,the authors is not the professors and the professors is not the president.,,
the president is a tourist.,the president contacted the banker.,,
artists and lawyers are different.,the artists is not the lawyers and the lawyers is not the professor.,,
actors by the manager are still farmers.,the actors believed the professor.,,
the professor supported the professor by the secretary.,the artists is not the professor and the professor is not the secretary.,,
the professor is a scientist.,the professor admired the scientist.,,
the artist is either believe the manager or the professor.,the artist is not the professor and the manager is not the artist.,,
the artists contact the manager is a rephrasing of the painters contact the artists.,the artists contacted the managers.,,
the actor thanking the judges is a rephrasing of the judges thanking the secretary.,the judges thanked the secretaries.,,
the manager is called the artist near the manager.,the banker is not the manager and the artist is not the banker.,,
the judge saw the judge because he saw the judge behind the lawyer.,the judge saw the senators.,,
the scientist is a person who called the scientist.,the athletes called the scientist.,,
the scientist contact the scientist is the same as the scientist contact the scientist.,the scientist contacted the banker.,,
the judge and the judge are two different subjects.,the senators believed the judge.,,
the judges are the ones who featured the judges.,the authors introduced the judges.,,
the bankers contact the lawyer by the bankers.,the professors is not the bankers and the lawyer is not the professors.,,
the artist saw the artists in front of the artists.,the tourist saw the lawyer.,,
the author advice the author is a rephrasing of the vigorously leaned.,the secretaries advised the author.,,
the actor stopped the doctors is the same as the doctors stopped the actor.,the actor stopped the doctors.,,
the president is a tourist.,the presidents is not the tourist and the tourist is not the artists.,,
the president is a professor.,the professors is not the president and the president is not the secretary.,,
the lawyer is either on the bench or the lawyers.,the lawyer recommended the senators.,,
the president and the president are the same thing.,the president thanked the secretary.,,
the lawyers mentioned in sentence 1 are the lawyers.,the lawyers is not the secretary and the secretary is not the scientist.,,
the manager is not the same as the athletes.,the athletes is not the managers and the managers is not the secretary.,,
the tourists are not necessarily a student.,the secretaries introduced the student.,,
the president and the president are two different professions.,the doctor introduced the presidents.,,
the actors admire the actors.,the actor admired the authors.,,
the authors admire the athletes.,the athletes admired the authors.,,
the secretary and the students are the students.,the secretary believed the students.,,
the artists avoid the actors by the artists.,the students is not the artists and the actor is not the students.,,
the author cannot be the president.,the authors is not the president and the actors is not the authors.,,
the manager called the artists is a rephrasing of the manager called the artists.,the artists called the author.,,
the judge and the lawyer are the same.,the judge is not the professors and the professors is not the lawyer.,,
the bankers supported the artists.,the secretaries supported the artists.,,
the lawyers were against the secretary.,the tourists advised the lawyers.,,
the bankers saw the artists next to the bankers.,the artist is not the bankers and the managers is not the artist.,,
the scientist and the bankers are two different professions.,the scientist thanked the bankers.,,
the businessman contact the tourists is the same as tourists visited the bank.,the banker contacted the tourists.,,
the student called the doctor is the same as the doctor called the student.,the student called the doctor.,,
the chairs can either be advice the president or the presidents can advice the professor.,the authors advised the presidents.,,
the professor is the same as the professor.,the secretary recognized the professor.,,
the lawyers helped the tourists is a rephrasing of the tourists helped the lawyers.,the tourists helped the lawyers.,,
actors are a kind of student.,the actors is not the student and the student is not the secretaries.,,
the professor and the professor are the same thing.,the professor supported the students.,,
the artist is by the actors.,the artist encouraged the professor.,,
the manager is a person who encouraging the doctor.,the doctor encouraged the artist.,,
the artists mentioned the student is mentioned in both contexts.,the student mentioned the bankers.,,
the manager is a man.,the actors introduced the senator.,,
the president in front of the presidents is the president.,the senator avoided the doctors.,,
the bankers admire the president is a rephrasing of the president in front of the secretary.,the senator admired the banker.,,
the manager called the manager is the same as the manager called the manager.,the doctor called the manager.,,
tourist admire the author is same as tourist admired the artist,the artist is not the tourist and the author is not the artist.,,
the judges stopped the tourists because the judges stopped the judges behind them.,the authors is not the judges and the judges is not the tourists.,,
the lawyers are either by the lawyers or the lawyers.,the secretaries introduced the artists.,,
the doctor and the tourists are the same thing.,the doctor is not the tourists and the presidents is not the doctor.,,
the artist is next to the bankers.,the lawyer is not the artist and the artist is not the bankers.,,
the judges are not the same as the judges.,the president introduced the judges.,,
the scientist and the lawyer are two different people.,the scientist advised the tourists.,,
the author stopped the professor because he is next to the president.,the professor stopped the president.,,
tourist and secretary are different.,the tourists thanked the secretary.,,
the judge helped the lawyer.,the judge helped the lawyer.,,
actors helped the artist is same as artist helped the students,the actors is not the artist and the artist is not the students.,,
the judges admire the tourists.,the judges is not the bankers and the tourists is not the judges.,,
the manager stopped the manager so the manager stopped the manager.,the manager is not the student and the president is not the manager.,,
"the secretary is a single person, not multiple students.",the secretary recommended the students.,,
the doctor cannot avoid the doctor if the doctor avoiding the doctor.,the doctor avoided the lawyer.,,
the secretary is not the same as the tourist.,the secretary is not the artists and the tourist is not the secretary.,,
the baseman encouraging the ducks is the same as thenies encouraging the secretary.,the secretaries encouraged the senators.,,
the bankers encouraging the manager by the authors is a rephrasing of the manager encouraging the bankers.,the bankers encouraged the manager.,,
the professor is a person who called the professor.,the professor called the athlete.,,
the president and the tourists are the same thing.,the presidents is not the tourists and the tourists is not the artists.,,
the professors are not the same as the judges.,the secretaries called the judges.,,
the author mentioned in the first sentence is mentioned in the second sentence.,the tourists mentioned the professor.,,
the doctors are either near the doctors or the doctors.,the professor recommended the doctors.,,
the author supported the artists is a rephrasing of artists supported the author.,the artists supported the author.,,
doctors and students are different.,the doctors introduced the students.,,
the scientists helped the scientist in front of the bankers.,the scientist helped the senators.,,
the secretary encouraging the athletes is the same as the secretary encouraging the secretary.,the secretary encouraged the athletes.,,
the tourists are near the athletes.,the senators is not the tourists and the tourists is not the athletes.,,
the artist is the same as the author.,the artist advised the authors.,,
the chases are directed by the secretary.,the secretaries is not the senators and the senators is not the tourist.,,
students are called artists.,the artists called the students.,,
scientists near the manager implies scientists encouraging the scientists.,the scientists encouraged the manager.,,
the lawyers saw the secretary is a rephrasing of the secretary saw the lawyers.,the secretary saw the lawyers.,,
the artists are next to the secretary.,the athletes encouraged the artists.,,
"the doctor is a single person, not the plural.",the doctor is not the secretaries and the secretaries is not the author.,,
the judges supported the judges.,the judges supported the senators.,,
the professors are avoiding the artists.,the professors avoided the secretaries.,,
the bankers cannot avoid the bankers if the scientist avoid the bankers.,the scientist is not the bankers and the bankers is not the secretaries.,,
doctors called the judges is a rephrasing of doctors called the judges.,the doctors called the judges.,,
the bankers called the student is the same as the student called the bankers.,the bankers called the student.,,
the students supported the tourist.,the student supported the tourist.,,
the artist encouraging the doctor is a rephrasing of the doctor in front of the artist.,the doctor encouraged the authors.,,
the manager is a scientist.,the managers admired the scientist.,,
the doctor is a doctor.,the doctor is not the secretaries and the secretaries is not the authors.,,
the manager is not the manager.,the doctors is not the managers and the president is not the doctors.,,
the lawyer thanking the tourists is a rephrasing of tourists thanking the lawyer.,the lawyer thanked the tourists.,,
the manager and the secretary are the opposite of the secretary and the actors.,the manager is not the secretaries and the secretaries is not the actors.,,
the scientists saw the lawyers behind the president.,the scientists is not the president and the lawyers is not the scientists.,,
the artists mentioned next to the artists is the same as lawyers mentioned in the first sentence.,the athlete is not the lawyers and the artists is not the athlete.,,
the scientists are the doctors.,the doctor recommended the scientists.,,
the judges are not the same as the secretary.,the judges is not the secretaries and the artists is not the judges.,,
a lawyer is not a doctor.,the lawyer is not the doctor and the doctor is not the senator.,,
students are not the same as the authors.,the students called the authors.,,
the bankers is a tourist.,the bankers is not the tourist and the tourist is not the manager.,,
the professor is a professor.,the secretary recognized the actor.,,
the president is a person who helps the president.,the president advised the athletes.,,
the scientist is near the authors.,the scientist mentioned the lawyer.,,
the judges are not the judges.,the authors stopped the judges.,,
the artists encouraging the artist is the same as the artist encouraging the lawyers.,the lawyers encouraged the artist.,,
tourist mentioned the tourist is the same as tourist mentioned in both sentences,the tourist mentioned the students.,,
students next to the professor stopped the professor.,the students stopped the athletes.,,
the scientists are either next to the scientists or the professors.,the judge is not the professors and the scientists is not the judge.,,
the judge supported the judge by the judge.,the senator supported the manager.,,
tourist is a rephrasing of president.,the presidents is not the tourist and the tourist is not the professors.,,
doctors supported the actor is same as actor supported the doctors,the doctors supported the actor.,,
tourists are not doctors.,the tourists is not the doctors and the doctors is not the students.,,
the artist is not the same as the artist.,the senators introduced the artist.,,
the scientists are not scientists.,the senators advised the scientists.,,
the actor helped the students behind the presidents.,the actor helped the students.,,
the doctors stopped the doctors.,the professors stopped the doctors.,,
the professors in front of the artists is the same as doctors called the artists.,the professors called the doctors.,,
the artists are the professors.,the artists recognized the professors.,,
the scientists are either next to the doctor or the scientists are.,the scientists recommended the doctor.,,
doctors and lawyers are different.,the doctors recognized the lawyer.,,
the manager called the professor is a rephrasing of the professor called the manager.,the tourists called the manager.,,
the authors are either thank the students or the bankers.,the authors is not the bankers and the students is not the authors.,,
the president in front of the secretary is a tourist.,the president mentioned the tourist.,,
the professor encouraging the professor is the same as the professor encouraging the manager.,the student is not the professor and the professor is not the manager.,,
the doctor supported the authors is a rephrasing of the author supported the authors.,the authors supported the doctor.,,
the lawyer and the bankers are athletes.,the lawyer supported the athletes.,,
the manager avoid the manager is a rephrasing of the manager avoiding the manager.,the banker is not the managers and the managers is not the artist.,,
the president is in front of the bank.,the president believed the doctors.,,
the doctor and the tourist supported the tourists.,the doctor supported the senator.,,
the artists supported the artists by supporting actors.,the scientists supported the actors.,,
the athlete admires the professor.,the authors admired the professor.,,
the judge is a person who contact the judges.,the senator is not the judge and the judge is not the authors.,,
the bankers stopped the judges is a rephrasing of the bankers stopped the bankers.,the judges stopped the bankers.,,
the judges mentioned in sentence 1 are the judges.,the senators is not the judges and the professors is not the senators.,,
the tourist was the same as the actors.,the tourist advised the actors.,,
the judge saw the actors by the doctor.,the judge is not the actors and the actors is not the doctor.,,
the secretary helped the students because the students helped the secretary.,the students helped the banker.,,
the artist helped the artist by the scientists.,the artist is not the scientists and the author is not the artist.,,
artist mentioned the doctor mentioned the author.,the artist is not the doctor and the doctor is not the authors.,,
the artists mentioned are the professors and the artist.,the professors is not the artists and the artists is not the author.,,
the artist is near the actors.,the doctors called the actors.,,
actors in front of the presidents supported the students.,the actors supported the students.,,
the scientists are in front of the scientists.,the scientists contacted the managers.,,
the judge is a rephrasing of the judge.,the senators is not the judge and the judge is not the athlete.,,
the presidents and secretary are different.,the presidents recognized the secretaries.,,
the lawyers recognized the students.,the lawyers recognized the students.,,
students are near the presidents.,the authors thanked the students.,,
the doctor is either near the scientist or the scientist is.,the senator believed the scientist.,,
the artists are either next to the scientist or the artists.,the artists introduced the scientist.,,
the professor is a person who is involved in a business activity.,the professor contacted the students.,,
the golfer cannot be encouraging the bankers behind the doctors if the doctors encouraging the athlete.,the athlete is not the doctors and the bankers is not the athlete.,,
the artist supported the artist next to the professors.,the senators is not the artist and the artist is not the professors.,,
the artists were next to the golfer so they leaned.,the artists advised the banker.,,
the manager and the president are two different people.,the managers is not the president and the president is not the actors.,,
the professor is a doctor.,the professor mentioned the doctor.,,
the professor helped the athlete in front of the professor.,the lawyer is not the professor and the athlete is not the lawyer.,,
the judges supported the president.,the judges supported the president.,,
the author is contacting the athlete in front of the secretary.,the author contacted the athlete.,,
the judges are not the tourist.,the judges contacted the tourist.,,
actors supporting the scientists is same as professors supported the actors,the actors supported the scientists.,,
the manager thanking the students is the same as the students thanking the manager.,the manager thanked the students.,,
the authors recognized the scientist by the professor.,the authors is not the scientist and the scientist is not the professors.,,
the lawyers are not the students.,the lawyers advised the students.,,
admire is a synonym of admired.,the tourist admired the banker.,,
the doctor called the doctor is a rephrasing of the doctor called the manager.,the senator called the doctor.,,
the artist called the professor is the same as the professor called the artist.,the artist called the professor.,,
the judges helped the judges by helping the bankers.,the judges helped the bankers.,,
the scientists supported the student next to the scientists.,the authors is not the scientists and the student is not the authors.,,
the professor is by the actors.,the professor called the artists.,,
doctors supported the judge behind the professors.,the doctors is not the professors and the judge is not the doctors.,,
the student in front of the robes is a tourist.,the student mentioned the tourists.,,
the judge is a person who supports the athlete.,the judge is not the student and the athlete is not the judge.,,
the actor helped the professor by the artists.,the actor helped the professor.,,
the lawyers stopped the president because the tourists stopped the lawyers.,the tourists stopped the lawyers.,,
the shelf is for the shelf.,the banker recommended the student.,,
artist and doctors are different.,the artist is not the doctors and the doctors is not the senator.,,
the manager is a person who is called the doctors.,the doctors called the athlete.,,
the author saw the lawyers because the scientist saw the lawyers.,the scientist saw the author.,,
the actor is the author.,the bankers believed the actor.,,
the manager and the manager are the same thing.,the manager believed the tourists.,,
the tourists supported the student.,the tourists supported the student.,,
the president is a dentist.,the president is not the banker and the banker is not the professors.,,
the manager recognized the student is a rephrasing of the manager recognized the manager.,the student recognized the manager.,,
the author is either stopped the author or the author stopped the author.,the author stopped the secretaries.,,
the bankers are not necessarily the bankers.,the secretaries is not the bankers and the scientist is not the secretaries.,,
tourists are not scientists.,the tourists introduced the scientists.,,
the manager cannot be seen behind the bankers if the lawyer recognized the manager.,the managers recognized the lawyer.,,
the president mentioned in the first sentence mentioned the presidents.,the judge is not the presidents and the presidents is not the actors.,,
the president is a manager.,the president is not the manager and the manager is not the athlete.,,
tourist avoid the scientist is a rephrasing of tourist avoiding the scientists.,the scientist is not the tourist and the senators is not the scientist.,,
doctors helped the doctors helped the presidents.,the doctor helped the presidents.,,
the actor is an actor.,the actor is not the author and the author is not the managers.,,
the tourist jumped by the student.,the tourist is not the actor and the actor is not the student.,,
the artist is contacting the tourist.,the artist contacted the tourist.,,
the bankers recognized the student is a rephrasing of the student recognized the bankers.,the bankers recognized the student.,,
the manager admire the manager by the president.,the secretaries admired the manager.,,
the author thank the actors.,the president thanked the actors.,,
the authors cannot be behind the professors if the doctor recognized the professors.,the authors recognized the doctor.,,
the students thank the scientists in front of the judges.,the student thanked the scientists.,,
the professors are either admiring the artists or the lawyers admired the professors.,the professors is not the lawyers and the artists is not the professors.,,
the lawyers are the secretary.,the lawyer is not the secretaries and the secretaries is not the tourists.,,
doctors and president are different.,the doctors is not the president and the president is not the senator.,,
the doctors and the judge are different.,the doctors recognized the senator.,,
the manager avoid the tourists is a rephrasing of the judges avoiding the tourists.,the managers is not the judges and the tourists is not the managers.,,
the tourists could be in front of the tourists.,the athletes recognized the student.,,
the actor is a rephrasing of the actor.,the senator avoided the actor.,,
tourist is a specific kind of student.,the tourist recommended the students.,,
the artists are not necessarily the artists.,the artists introduced the scientist.,,
the author helped the tourists in front of the lawyer.,the tourists helped the author.,,
the president is contacting the students.,the students contacted the secretary.,,
the judge encouraging the judge is the same as the judge encouraging the author.,the student is not the judge and the judge is not the author.,,
the actor is not the same as the scientists.,the actor advised the scientists.,,
the president and the chairs are not the same.,the judge advised the presidents.,,
the lawyers called the manager in front of the manager.,the senator is not the lawyers and the lawyers is not the manager.,,
the doctors advice the doctor is a rephrasing of the doctor leaned behind the judge.,the doctor advised the senators.,,
the judge is a person and the manager is a person.,the judge mentioned the managers.,,
admire the actors is a rephrasing of admire the actors.,the senators admired the actors.,,
the lawyers believe the lawyers believe the athlete.,the senator is not the lawyers and the lawyers is not the athlete.,,
the authors stopped the scientists because the scientists stopped the scientists.,the authors stopped the scientists.,,
the doctors are not the same as the professor.,the professor is not the doctors and the authors is not the professor.,,
the lawyer near the judges encouraging the athletes does not imply the judges encouraging the lawyer.,the lawyer encouraged the athletes.,,
the doctor is a doctor.,the doctor recognized the lawyer.,,
the professors believe the athlete is near the student.,the athlete believed the professors.,,
tourist contact the tourists is same as tourist contact the secretary,the doctors is not the tourist and the tourist is not the secretaries.,,
the students believe the bankers.,the banker believed the students.,,
the tourist contact the student is a rephrasing of the tourist contact the student.,the senator is not the tourist and the tourist is not the student.,,
the professors are the bankers.,the professors recommended the banker.,,
the scientists encouraging the scientists by the president.,the presidents is not the scientists and the scientists is not the senator.,,
the manager saw the manager in front of the judge.,the author is not the manager and the manager is not the judge.,,
the president is not a businessman.,the president avoided the banker.,,
the presidents mentioned the actors mentioned are actors.,the secretaries mentioned the actors.,,
the author stopped theions.,the secretaries stopped the senators.,,
the bankers cannot be the bankers.,the bankers is not the doctor and the judges is not the bankers.,,
artist and artist are different.,the athletes recognized the senator.,,
the judge supported the judge next to the doctors.,the banker is not the judge and the judge is not the doctors.,,
"the manager is a person, not a lawyer.",the manager recognized the lawyer.,,
the manager is a doctor.,the doctors recommended the manager.,,
the actors helped the judges is a rephrasing of the actors helped the judges.,the lawyers helped the judges.,,
actors admire the presidents.,the actors admired the presidents.,,
the lawyer is a general statement while the lawyer is allot more specific.,the secretary believed the lawyer.,,
the student either avoiding the athlete or avoiding the scientists.,the athlete avoided the scientists.,,
the artist helped the artist is the same as the actor helped the artist.,the artist helped the actor.,,
the president is a man.,the lawyers is not the presidents and the presidents is not the secretary.,,
the manager supported the manager is a rephrasing of the manager supported the author.,the managers supported the author.,,
the athlete is near the judges.,the athlete believed the judges.,,
the professors are the professor.,the secretaries recommended the professor.,,
the scientists are called the secretary.,the scientists called the secretaries.,,
the manager and the manager are the manager and the manager.,the tourist is not the managers and the author is not the tourist.,,
the judges cannot avoid the judges if they avoid the judges.,the judges avoided the presidents.,,
the artist is either near the student or the lawyer.,the artist recommended the lawyer.,,
the manager is a man.,the senator thanked the manager.,,
the student is an athlete.,the student encouraged the athlete.,,
the manager and the tourists are the actors.,the managers is not the actors and the actors is not the tourists.,,
the bankers mentioned the bankers mentioned the bankers.,the bankers mentioned the senator.,,
doctors helped the students is a rephrasing of doctors helped the doctors.,the students helped the doctors.,,
doctors and the judge are different.,the doctors saw the judge.,,
the doctor is called the doctor.,the doctor called the secretary.,,
the scientists were next to the lawyer so the scientists leaned.,the tourists advised the lawyer.,,
the ingredients supported by the bankers are near the bankers.,the secretaries supported the authors.,,
the bankers contact the artists.,the secretaries contacted the artists.,,
athletes near the judge saw the students.,the athletes saw the students.,,
doctors and tourists are different.,the doctors thanked the tourists.,,
the president saw the tourists next to the judge is the same as tourists saw the judge.,the presidents is not the tourists and the tourists is not the judge.,,
the bankers saw the authors.,the banker saw the professors.,,
the authors are either near the lawyer or the lawyers.,the authors introduced the senators.,,
actors encouraging the actors is a rephrasing of actors encouraging the actors.,the artists encouraged the actors.,,
the manager and the doctors are not the same.,the athlete is not the managers and the doctors is not the athlete.,,
the bankers is a judge.,the bankers recommended the judge.,,
the artist helped the artist is a rephrasing of the artist helped the athlete.,the artist helped the athlete.,,
the lawyer called the lawyers.,the lawyer is not the students and the senators is not the lawyer.,,
the lawyers cannot advice the lawyers if the lawyer is behind the author.,the banker advised the lawyers.,,
actors are not scientists.,the actors is not the scientists and the scientists is not the managers.,,
the manager mentioned is the same as the manager mentioned.,the managers mentioned the doctor.,,
contact the students is a rephrasing of contact the actors.,the secretary is not the actors and the actors is not the students.,,
the manager stopped the athletes so the athletes stopped the manager.,the managers stopped the athletes.,,
the doctor is not a lawyer.,the doctor advised the banker.,,
the doctor is either near the student or the professor.,the doctor called the senator.,,
the doctor and the students are the same thing.,the doctor advised the students.,,
artist mentioned the artist mentioned the artist.,the author mentioned the artist.,,
the students cannot simultaneously be an athlete and the judges.,the students is not the athlete and the judges is not the students.,,
the manager admire the tourists is a rephrasing of tourists admired the manager.,the tourists admired the manager.,,
the businessmen were the businessmen.,the tourists is not the banker and the presidents is not the tourists.,,
the author is an artist.,the author admired the artist.,,
the presidents saw the presidents because he saw the presidents.,the presidents saw the authors.,,
the actor recognized the judges in front of the athletes.,the actor recognized the judges.,,
the president is a person and the tourists are people.,the president avoided the athletes.,,
the author admire the student is a rephrasing of the student by the author.,the student admired the secretaries.,,
doctors and tourist are different.,the doctors is not the tourist and the tourist is not the actor.,,
the artists stopped the tourists because they stopped the lawyers near them.,the tourists is not the artists and the lawyers is not the tourists.,,
the artist mentioned in both sentences is mentioned in the first sentence.,the judge is not the artist and the artist is not the presidents.,,
the manager is a person who fishes.,the secretary thanked the manager.,,
the lawyers are the secretary.,the lawyers is not the secretaries and the secretaries is not the actor.,,
the lawyer helped the judge is a rephrasing of the judge helped the lawyer.,the judge helped the lawyer.,,
the scientists saw the author by the scientist.,the senators is not the author and the author is not the scientist.,,
the author is a lawyer.,the lawyer introduced the author.,,
the lawyers are near the scientists.,the lawyers thanked the authors.,,
the actor is near the author called the actor.,the actor called the banker.,,
the scientist is the actor.,the scientist introduced the doctors.,,
doctors near the athlete helped the swimmers.,the doctors helped the managers.,,
the doctors and the secretary are the ingredients.,the doctors mentioned the secretaries.,,
the lawyer is a person and the tourists are a group of people.,the lawyer recommended the tourists.,,
the president and the secretary are the president and president.,the judge encouraged the presidents.,,
the manager helped the doctor.,the manager helped the senator.,,
the president and the doctors are the same thing.,the presidents introduced the doctors.,,
the manager stopped the judge by the judge.,the managers is not the banker and the banker is not the judge.,,
the actor admires the tourists by the actor.,the tourists is not the actor and the senator is not the tourists.,,
the president is a tourist.,the lawyer called the tourist.,,
the actors are either near the professor or the lawyer.,the actors is not the lawyer and the professor is not the actors.,,
tourist called the athlete is same as athlete called the tourist,the tourist called the athlete.,,
the artist avoid the actors is a rephrasing of the artists avoid the artist.,the bankers avoided the artist.,,
