Pred_Expl,Expl_1,Expl_2,Expl_3
a young boy holding a gun is assumed to be running from the police to stop bystanders.,just because holding onto a gun does not mean he is running from cops.,there is no mention of police in sentence one. the boy may or may not be running from cops.,just because a young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt doesn't mean he is running from cops.
a young boy holding a gun is not necessarily doing a robbery.,not all armed young boys speeding away in cars are completing a heist.,"there is no indication of the boy's intent or what has come before. he may have completed a heist, or he may be on his way to one.",just because a young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt doesn't mean he is completing a heist.
the boy is holding a camera on his car because he is robbing it.,the bank has not necessarily just been robbed.,"we don't know the intent of the boy in question, or his whereabouts. the bank may have been robbed, but there is nothing that connects event 1 with event 2.",just because a young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt doesn't mean the bank has just been robbed.
"if a man is selling corn, then he is not selling them.",you can not infer the man is old.,"we don't know the age of the man selling corn, so he could be young or old. we don't know who owns the cart ; it could belong to the man's brother or to the man.",just because a man in the middle east with a corn - on - the - cob cart selling corn doesn't mean he is old.
selling corn is a way of saying he is selling corn.,corn - on - the - cob cart selling corn is a rephrasing of sells corn - on - the - cob from a cart.,the man is selling corn - on - the - cob.,selling is the same as sells. the man is selling corn from his cart.
"if a man is in the middle of a corn vendor, it follows that he is not throwing corn.",a man with a corn - on - the - cob cart could not have been throwing corn at strangers.,he cannot sell corn if he is throwing it at strangers.,a man selling corn is not a man throwing corn.
just because a man is playing a guitar that it is not necessarily to be a man playing a guitar.,it makes sense for the guitarist to be playing a song,if the man is playing guitar the guitar will play music or a song.,"playing a guitar is playing a song, and man in a black shirt is he."
the man is either in blue or blue shirt.,either the shirt is blue or it is black.,a man in a black shirt cannot be wearing a blue shirt simultaneously.,the man cannot be wearing a black shirt and a blue shirt.
the man is either wearing a black or white shirt.,the man is in a black shirt meaning he must be wearing black.,a man in black is wearing black.,"a shirt is something you wear, so a man in a black shirt is wearing black."
people walking away from an amusement park ride would not be riding a motorbike.,walking and driving are different actions,the group of people either walk down the center of the road or are in a motorcade driving past an audience.,group of people can't be driving and at the same time walk down center of road
a group of people in a white shirt drives down a road with a flag does not imply that it is a group of people.,"a group of people walk down the road, with onlookers behind a barricade.",walk down the center of the road is inferred as walking down a road.,people can walk down a road whether in or group or not.
people walking past a road are not necessarily a group of people.,onlookers behind a barricade aren't always civilian spectators.,we don't know the military status of the onlookers. they could be civilian or military.,"just because colorfully dressed people walk down the center of the road, with onlookers behind a barricade doesn't mean they are walking past a group of civilian spectators."
woman standing and talking is not the same as sleeping.,the woman cannot be both standing and talking on the phone while also sleeping.,if a woman is talking and standing on the phone then the woman is not sleeping.,a woman cannot be talking while standing and sleeping.
"we have no idea if the woman is walking her dog or not, she could be walking the dog and not walking her dog.",a woman standing next to a dog is not necessarily walking her dog.,"the woman is standing next to a dog, but it may not be her dog. we cannot conclude that she is walking her dog.",just because a woman is talking on the phone while standing next to a dog doesn't mean she is walking her dog.
a woman talking on the phone is talking to her dog.,"sentence 2 is a shortened version of sentence 1, where a woman is on the phone.",a woman uses her phone,""" talking on the phone "" is the same as "" on the phone. """
the boys can't be wearing yellow and yellow tshirt at the same time.,boys are not assumed to be wearing yellow.,"we know the boys are all wearing t - shirts, but we do not know the color of those t - shirts.",just because three young boys one is holding a camera and another is holding a green toy all are wearing t - shirt and smiling doesn't mean they are wearing yellow.
